industry,company,city,state,country,lat,lng,mat_paid,mat_unpaid,pat_paid,pat_unpaid,rating,treatedFairly,wouldRecommend,match401k,childcare,flextime,healthcare,vacationAllowance,balance,culture,flexibility,hours,policies
Industrial,3M,Maplewood,Minnesota,USA,44.9530215,-92.9952153,10,12,10,-5,3.3,53,40,null,null,null,null,2.,11,56,4,3,44
Technology,SurveyGizmo,Boulder,Colorado,USA,40.0149856,-105.2705456,6,13,6,13,3.4,80,60,TRUE,null,null,TRUE,4,0,100,4,4,60
Nonprofit,Teach for America,New York,New York,USA,40.7127753,-74.0059728,10,-5,-5,-5,3.4,78,56,TRUE,null,null,FALSE,3,0,43,4,3,43
Insurance,Farmers Insurance,Los Angeles,California,USA,34.0522342,-118.2436849,6,6,-5,-5,3.4,60,40,null,null,null,null,,0,75,4,3,75
Technology,AOL,New York,New York,USA,40.7127753,-74.0059728,9,-5,-5,-5,3.4,67,50,null,null,null,null,4.,0,38,3,4,38
Nonprofit,RTI International,Research Triangle Park,North Carolina,USA,35.8991678,-78.8636402,0,32,-5,-5,3.4,43,29,null,null,null,null,,0,25,3,3,0
Advertising and Creative Services,Ogilvy & Mather,New York,New York,USA,40.7127753,-74.0059728,3,-5,-5,-5,3.4,40,60,null,null,null,null,2.,0,50,4,3,100
Technology,SAP,Walldorf,,Germany,49.3063689,8.6427693,16,6,6,-5,3.4,38,46,null,FALSE,null,null,,0,56,3,4,50
Colleges & Universities,Emory University,Atlanta,Georgia,USA,33.7489954,-84.3879824,-5,12,-5,-5,3.4,40,40,null,null,null,null,12,0,25,4,3,25
Technology,VMware,Palo Alto,California,USA,37.4418834,-122.1430195,8,4,-5,-5,3.4,54,62,null,null,null,null,,0,88,5,4,63
Industrial,Eaton Corporation,Dublin,,Republic of Ireland,53.3498053,-6.2603097,12,6,4,-5,3.4,60,80,null,null,null,null,2,0,40,4,3,40
Technology,Netflix,Scotts Valley,California,USA,37.0510595,-122.0146841,52,0,52,0,3.4,80,80,TRUE,null,TRUE,TRUE,52,0,100,4,4,50
Technology,Opower,Arlington,Virginia,USA,38.8816208,-77.0909809,17,-5,-5,-5,3.4,27,32,null,null,null,null,16,3,33,4,4,33
Retail,The Home Depot,Atlanta,Georgia,USA,33.7489954,-84.3879824,6,6,0,-5,3.4,55,64,TRUE,null,null,TRUE,1 ,5,58,3,3,21
Consumer Goods,Unilever,London,,United Kingdom,51.5073509,-0.1277583,11,8,6,-5,3.4,58,62,null,null,null,null,3,9,45,5,4,45
Technology,HP Inc.,Palo Alto,California,USA,37.4418834,-122.1430195,10,5,8,-5,3.4,43,45,TRUE,null,null,TRUE,2,13,47,4,4,27
Advertising and Creative Services,Digitas LBi,London,,United Kingdom,51.5073509,-0.1277583,8,-5,6,-5,3.4,73,67,null,TRUE,TRUE,TRUE,4,14,57,4,3,57
Pharmaceutical,GlaxoSmithKline,Brentford,,United Kingdom,51.486073,-0.3101169,14,6,8,-5,3.4,31,42,null,FALSE,null,#VALUE!,3.,14,14,3,3,57
Colleges & Universities,University of Washington,Seattle,Washington,USA,47.6062095,-122.3320708,0,16,0,16,3.4,100,86,null,null,null,TRUE,,14,29,4,3,0
Technology,"EnerNOC, Inc.",Boston,Massachusetts,USA,42.3600825,-71.0588801,9,-5,-5,-5,3.4,60,40,null,null,TRUE,null,4,15,15,,null,15
Media,"NBCUniversal Media, LLC",New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,3.4,50,73,null,null,null,null,2.,17,67,4,3,42
Consulting Services,Slalom Consulting,Seattle,Washington,USA,47.6062095,-122.3320708,8,4,-5,-5,3.4,50,42,TRUE,null,TRUE,TRUE,,18,36,3,4,18
Financial Services,UBS,Basel,,Switzerland,47.5595986,7.5885761,16,-5,2,-5,3.4,55,77,TRUE,null,null,TRUE,5,19,56,3,3,56
Real Estate,"CBRE Group, Inc",Los Angeles,California,USA,34.0522342,-118.2436849,6,-5,-5,-5,3.4,50,33,null,null,null,null,3,19,50,3,3,13
Colleges & Universities,Kaplan University,Davenport,Iowa,USA,41.5236437,-90.5776367,10,6,-5,-5,3.4,80,60,null,null,null,null,,20,20,,null,20
Pharmaceutical,"Merck & Co., Inc.",Kenilworth,New Jersey,USA,40.6764911,-74.2907032,6,18,1,-5,3.4,33,52,TRUE,null,null,TRUE,3,20,20,3,3,20
Telecommunications,Comcast,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,6,5,0,12,3.4,48,55,TRUE,TRUE,TRUE,TRUE,2,25,63,4,3,44
Nonprofit,American Red Cross,Washington,DC,USA,38.9071923,-77.0368707,0,6,-5,-5,3.4,40,60,TRUE,null,null,TRUE,,25,25,,null,25
Retail,Saks Fifth Avenue,New York,New York,USA,40.7127753,-74.0059728,4,6,-5,-5,3.4,78,44,null,null,null,null,,25,63,3,3,0
Industrial,Jacobs Engineering Group Inc.,Dallas,Texas,USA,32.7766642,-96.7969879,0,12,0,0,3.4,38,38,null,null,null,null,,25,25,3,3,25
Financial Services,Bank of Montreal,Montreal,Quebec,Canada,45.5016889,-73.567256,-5,-5,16,-5,3.4,60,60,TRUE,null,TRUE,TRUE,3,33,67,4,3,67
Financial Services,BB&T Corporation,Winston-Salem,North Carolina,USA,36.0998596,-80.244216,12,-5,-5,-5,3.4,71,57,null,null,null,null,2,33,50,3,3,33
Business Services,Xerox Corporation,Norwalk,Connecticut,USA,41.117744,-73.4081575,6,12,0,-5,3.4,71,57,null,FALSE,null,null,2 ,40,20,3,3,40
Lifestyle,The Estee Lauder Companies Inc.,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,3.4,67,67,null,null,null,null,2,40,50,4,3,20
Transportation,DHL,Bonn,,Germany,50.73743,7.0982068,8,-5,-5,-5,3.4,20,20,TRUE,null,null,TRUE,2,50,50,3,2,0
Natural Resources,Xcel Energy Inc.,Minneapolis,Minnesota,USA,44.977753,-93.2650108,-5,12,-5,-5,3.4,60,80,null,null,null,null,2,67,0,4,3,100
Transportation,U-Haul,Phoenix,Arizona,USA,33.4483771,-112.0740373,0,12,-5,-5,3.4,75,38,null,null,null,null,,100,50,3,2,0
Other,Christie's,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,3.5,50,50,TRUE,null,TRUE,TRUE,,0,100,3,3,0
Technology,Oath Inc.,New York,New York,USA,40.7127753,-74.0059728,16,-5,8,-5,3.5,50,50,TRUE,null,null,TRUE,,0,50,4,4,50
Natural Resources,"Air Products & Chemicals, Inc.",Allentown,Pennsylvania,USA,40.6084305,-75.4901833,10,2,4,8,3.5,50,100,TRUE,null,TRUE,TRUE,,0,50,4,3,0
Consulting Services,Sapient Corporation,Boston,Massachusetts,USA,42.3600825,-71.0588801,12,-5,-5,-5,3.5,50,75,TRUE,null,TRUE,TRUE,3,0,50,4,4,50
Hospitality,Hyatt Hotels,Chicago,Illinois,USA,41.8781136,-87.6297982,8,4,8,-5,3.5,50,50,TRUE,null,TRUE,TRUE,,0,50,3,3,0
Real Estate,Jones Lang LaSalle,Chicago,Illinois,USA,41.8781136,-87.6297982,2,12,2,-5,3.5,40,47,TRUE,null,null,TRUE,4,0,50,3,3,0
Media,Vox Media,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,3.5,50,50,TRUE,TRUE,TRUE,TRUE,,0,33,4,3,33
Automotive,Ford Motor,Dearborn,Michigan,USA,42.3222599,-83.1763145,30,4,0,-5,3.5,38,38,TRUE,null,TRUE,TRUE,3.,0,33,3,3,33
Industrial,Emerson Electric Co.,St Louis,Missouri,USA,38.6270025,-90.1994042,6,12,0,-5,3.5,25,25,TRUE,null,null,null,,0,33,3,3,33
Consumer Goods,"Altria Group, Inc.",Richmond,Virginia,USA,37.5407246,-77.4360481,12,0,6,-5,3.5,75,50,TRUE,null,null,null,,0,50,5,4,100
"Defense, Air, & Space",Spacex,Hawthorne,California,USA,33.9164032,-118.3525748,0,12,-5,-5,3.5,50,50,FALSE,null,null,TRUE,,0,50,3,3,50
Natural Resources,Duke Energy Corporation,Charlotte,North Carolina,USA,35.2270869,-80.8431267,6,-5,6,-5,3.5,25,50,null,null,null,null,2,0,25,3,3,50
Retail,Ikea,Delft,,Netherlands,52.0115769,4.3570677,16,8,16,-5,3.5,100,73,null,null,null,null,,0,40,5,3,40
Information Services,LexisNexis,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,3.5,75,75,null,null,null,null,2,0,0,4,4,0
Hospitality,Waffle House,Norcross,Georgia,USA,33.9412127,-84.2135309,6,6,-5,-5,3.5,100,100,null,null,null,null,,0,100,3,3,0
Natural Resources,Anadarko Petroleum Corporation,The Woodlands,Texas,USA,30.1658207,-95.4612625,8,12,0,-5,3.5,50,100,null,FALSE,null,null,,0,100,3,3,100
Technology,Match.com,Dallas,Texas,USA,32.7766642,-96.7969879,12,-5,-5,-5,3.5,50,50,null,null,TRUE,null,12,0,0,4,4,0
Other,"Waste Management, Inc.",Houston,Texas,USA,29.7604267,-95.3698028,6,12,-5,-5,3.5,50,100,null,null,null,null,,0,100,4,3,0
Healthcare,Massachusetts General Hospital,Boston,Massachusetts,USA,42.3600825,-71.0588801,4,8,-5,-5,3.5,50,75,null,null,null,null,,0,33,3,3,17
Technology,Electronic Arts,Redwood City,California,USA,37.4852152,-122.2363548,10,6,-5,-5,3.5,50,50,null,null,null,null,,0,80,3,4,40
Insurance,CIGNA Corporation,Bloomfield,Connecticut,USA,41.826488,-72.7300945,9,-5,-5,-5,3.5,67,58,null,null,null,null,3,0,50,4,3,50
Legal Services,Debevoise & Plimpton LLP,New York,New York,USA,40.7127753,-74.0059728,13,-5,-5,-5,3.5,50,100,null,null,FALSE,null,4,0,50,3,3,50
Retail,Overstock.com,Midvale,Ohio,USA,40.4378434,-81.3731674,0,12,-5,-5,3.5,0,50,null,null,null,null,,0,50,5,3,50
Colleges & Universities,University of Houston,Houston,Texas,USA,29.7604267,-95.3698028,3,6,-5,-5,3.5,50,50,null,null,null,null,,0,0,3,3,0
Consumer Goods,Kimberly-Clark Corporation,Irving,Texas,USA,32.8140177,-96.9488945,10,6,4,-5,3.5,38,50,null,null,null,null,2,0,75,5,4,50
Technology,Esri,Redlands,California,USA,34.0555693,-117.1825381,-5,20,0,0,3.5,100,100,null,FALSE,null,#VALUE!,,0,100,4,4,0
Nonprofit,American Cancer Society,Topeka,Kansas,USA,39.0558235,-95.6890185,-5,6,-5,-5,3.5,75,50,null,null,null,null,4 ,0,67,4,3,33
Financial Services,TIAA-CREF,New York,New York,USA,40.7127753,-74.0059728,8,-5,4,-5,3.5,73,73,TRUE,null,null,TRUE,4,13,88,3,3,63
Insurance,AON PLC,London,,United Kingdom,51.5073509,-0.1277583,7,5,-5,-5,3.5,65,80,null,null,null,null,,13,50,4,3,13
Other,Berkshire Hathaway,Omaha,Nebraska,USA,41.2523634,-95.9979883,5,0,0,-5,3.5,50,50,null,FALSE,FALSE,FALSE,,14,14,,null,14
"Defense, Air, & Space",Northrop Grumman Corporation,Falls Church,Virginia,USA,38.882334,-77.1710914,5,12,2,-5,3.5,41,53,null,TRUE,null,#VALUE!,3,14,71,4,4,43
Lifestyle,Sony Pictures,Culver City,California,USA,34.0211224,-118.3964665,6,6,-5,-5,3.5,0,50,TRUE,null,null,TRUE,,15,15,,null,15
Technology,Bitovi,Oakland,California,USA,37.8043637,-122.2711137,14,0,-5,-5,3.5,100,100,null,null,null,null,,15,15,,null,15
Technology,Avaya,Santa Clara,California,USA,37.3541079,-121.9552356,22,-5,-5,-5,3.5,100,50,null,null,null,null,52,15,15,,null,15
Technology,NetApp,Sunnyvale,California,USA,37.36883,-122.0363496,12,-5,-5,-5,3.5,50,50,null,null,null,null,2,15,15,,null,15
Technology,PatientsLikeMe,Cambridge,Massachusetts,USA,42.3736158,-71.1097335,5,7,-5,-5,3.5,50,50,null,null,FALSE,null,,15,15,,null,15
Information Services,McGraw-HIll Financial,New York,New York,USA,40.7127753,-74.0059728,9,-5,3,3,3.5,50,50,null,null,null,null,3,16,16,,null,16
Government,United States Department of State,Washington,DC,USA,38.9071923,-77.0368707,3,12,-5,-5,3.5,26,53,TRUE,null,TRUE,TRUE,,17,17,3,3,17
Healthcare,Memorial Sloan Kettering Cancer Center,New York,New York,USA,40.7127753,-74.0059728,6,6,0,-5,3.5,88,63,TRUE,null,null,TRUE,3,17,75,3,3,33
Technology,IBM,Armonk,New York,USA,41.1264849,-73.7140195,20,6,12,-5,3.5,65,56,TRUE,TRUE,TRUE,TRUE,3 ,20,63,4,4,56
Advertising and Creative Services,Razorfish,Seattle,Washington,USA,47.6062095,-122.3320708,12,-5,-5,-5,3.5,67,50,TRUE,null,TRUE,TRUE,2,20,40,4,3,40
Educational Services,Princeton Review,Framingham,Massachusetts,USA,42.279286,-71.4161565,1,-5,-5,-5,3.5,50,50,TRUE,null,TRUE,TRUE,1,20,20,,null,20
Colleges & Universities,University of Miami,Miami,Florida,USA,25.7616798,-80.1917902,0,12,-5,-5,3.5,50,50,TRUE,null,null,TRUE,,20,20,,null,20
Insurance,Liberty Mutual Group,Boston,Massachusetts,USA,42.3600825,-71.0588801,8,10,5,0,3.5,48,50,null,null,null,null,3.,20,53,3,3,33
Financial Services,"PNC Financial Services Group, Inc.",Pittsburgh,Pennsylvania,USA,40.4406248,-79.9958864,10,13,6,-5,3.5,47,53,TRUE,null,null,TRUE,2 ,21,21,,null,21
Financial Services,E*TRADE Financial Corporation,New York,New York,USA,40.7127753,-74.0059728,8,-5,-5,-5,3.5,50,50,null,null,null,null,3,21,21,,null,21
Financial Services,Invesco,Atlanta,Georgia,USA,33.7489954,-84.3879824,6,6,-5,-5,3.5,50,25,null,null,null,null,,21,21,,null,21
Natural Resources,Chevron,San Ramon,California,USA,37.7799273,-121.9780153,6,26,0,26,3.5,52,55,null,null,null,null,,21,36,4,3,7
Healthcare,RedBrick Health,Minneapolis,Minnesota,USA,44.977753,-93.2650108,0,12,-5,-5,3.5,50,50,null,null,FALSE,null,,24,24,,null,24
Consulting Services,Kelly Services OCG,Troy,Michigan,USA,42.6064095,-83.1497751,8,-5,-5,-5,3.5,100,100,null,null,null,null,2,24,24,,null,24
Technology,Athenahealth,Watertown,Massachusetts,USA,42.3709299,-71.1828321,12,-5,6,-5,3.5,60,60,TRUE,null,null,TRUE,2,25,25,4,4,75
Healthcare,Fresenius,Bad Homburg vor der Höhe,,Germany,50.2268308,8.6181618,-5,12,-5,-5,3.5,75,50,null,null,null,null,3,25,50,3,3,25
Industrial,Herman Miller,Zeeland,Michigan,USA,42.8125246,-86.018651,2,2,2,12,3.5,0,50,null,null,null,TRUE,2,25,25,,null,25
Accounting Services,RSM US LLP,Chicago,Illinois,USA,41.8781136,-87.6297982,9,-5,3,-5,3.5,50,75,null,null,null,null,,25,75,4,4,0
Colleges & Universities,Stanford University,Stanford,California,USA,37.424106,-122.1660756,12,4,-5,-5,3.5,67,67,null,null,null,null,,25,13,3,3,25
Nonprofit,The Clinton Foundation,New York,New York,USA,40.7127753,-74.0059728,12,-5,12,-5,3.5,100,75,null,null,null,null,,25,25,,null,25
Information Services,SPS Commerce,Minneapolis,Minnesota,USA,44.977753,-93.2650108,6,-5,0,12,3.5,75,50,null,null,TRUE,null,,25,50,4,4,0
Retail,Kmart,Hoffman Estates,Illinois,USA,42.0629915,-88.1227199,8,12,-5,-5,3.5,100,50,null,null,TRUE,TRUE,,27,27,,null,27
Retail,Levi Strauss & Co.,San Francisco,California,USA,37.7749295,-122.4194155,8,-5,8,-5,3.5,100,100,null,null,null,null,3,27,27,,null,27
Retail,One Kings Lane,New York,New York,USA,40.7127753,-74.0059728,2,5,-5,-5,3.5,100,50,null,null,TRUE,null,,27,27,,null,27
Natural Resources,Marathon Petroleum,Findlay,Ohio,USA,41.04422,-83.6499321,6,12,-5,-5,3.5,50,50,null,null,null,null,,28,28,,null,28
Natural Resources,Entergy Corporation,New Orleans,Louisiana,USA,29.9510658,-90.0715323,6,12,0,-5,3.5,50,50,null,FALSE,null,null,,28,28,,null,28
Media,CBS Corporation,New York,New York,USA,40.7127753,-74.0059728,8,-5,-5,-5,3.5,33,47,null,null,null,null,3,29,43,2,3,0
Legal Services,Drinker Biddle & Reath,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,12,-5,-5,-5,3.5,100,50,null,null,null,null,12,32,32,,null,32
Insurance,"Anthem, Inc.",Indianapolis,Indiana,USA,39.768403,-86.158068,5,6,-5,-5,3.5,69,62,null,null,null,null,,33,17,4,3,33
Accounting Services,Grant Thornton,Chicago,Illinois,USA,41.8781136,-87.6297982,12,-5,2,-5,3.5,75,75,TRUE,null,null,TRUE,3,33,67,3,4,67
Pharmaceutical,McKesson,San Francisco,California,USA,37.7749295,-122.4194155,6,6,0,0,3.5,31,46,null,null,null,null,,43,43,3,3,43
Natural Resources,Shell Oil,Houston,Texas,USA,29.7604267,-95.3698028,4,12,0,0,3.5,63,50,TRUE,TRUE,TRUE,TRUE,,43,57,3,3,29
Healthcare,Olympus Corporation,Tokyo,,Japan,35.6894875,139.6917064,1,12,1,0,3.5,17,33,TRUE,null,null,TRUE,2.,50,0,3,3,0
Other,Newell Brands,Hoboken,New Jersey,USA,40.7439905,-74.0323626,1,6,-5,-5,3.5,50,100,TRUE,TRUE,TRUE,TRUE,,50,100,5,4,50
Consumer Goods,Kellogg Company,Battle Creek,Michigan,USA,42.3211522,-85.1797142,8,-5,-5,-5,3.5,50,25,null,null,null,null,2,50,0,3,4,50
Financial Services,Discover Financial Services,Riverwoods,Illinois,USA,42.1675254,-87.897014,6,6,-5,-5,3.5,25,50,null,null,null,null,,50,100,4,3,100
Industrial,The Sherwin-Williams Company,Cleveland,Ohio,USA,41.49932,-81.6943605,6,-5,-5,-5,3.5,33,39,null,null,null,null,2,50,50,4,3,100
Business Services,Paychex Inc,Rochester,New York,USA,43.16103,-77.6109219,6,-5,-5,-5,3.5,100,100,null,null,null,null,2,50,50,4,3,0
Government,"Anne Arundel County, Maryland",Anne Arundel County,Maryland,USA,38.9530109,-76.5488232,0,12,-5,-5,3.5,100,100,FALSE,null,null,FALSE,,,,1,3,
Technology,BigCommerce,Austin,Texas,USA,30.267153,-97.7430608,8,-5,-5,-5,3.5,50,50,null,null,null,null,27,0,50,5,4,50
Technology,Cardinal Solutions,Cincinnati,Ohio,USA,39.1031182,-84.5120196,6,6,-5,-5,3.5,50,50,null,null,null,null,,15,15,,null,15
Insurance,"Northwestern Mutual, Inc.",Milwaukee,Wisconsin,USA,43.0389025,-87.9064736,-5,12,-5,-5,3.5,25,38,null,null,null,null,2,17,33,4,3,17
Healthcare,Philips Healthcare,Amsterdam,,Netherlands,52.3702157,4.8951679,6,12,-5,-5,3.6,57,86,TRUE,null,TRUE,TRUE,,0,80,4,3,40
Consumer Goods,"General Mills, Inc.",Minneapolis,Minnesota,USA,44.977753,-93.2650108,6,24,2,24,3.6,70,70,TRUE,null,null,TRUE,3,0,33,5,4,33
Pharmaceutical,Eli Lilly and Company,Indianapolis,Indiana,USA,39.768403,-86.158068,10,6,1,-5,3.6,64,64,TRUE,null,null,TRUE,3,0,67,4,3,67
Publishing & Printing,Mcgraw-Hill Education,New York,New York,USA,40.7127753,-74.0059728,12,1,4,-5,3.6,45,64,null,FALSE,null,null,,0,50,4,3,50
Technology,Microsoft,Redmond,Washington,USA,47.6739881,-122.121512,20,0,12,8,3.6,58,68,null,null,null,null,3,7,46,4,4,56
Consulting Services,The Advisory Board Company,Washington,DC,USA,38.9071923,-77.0368707,6,8,2,-5,3.6,55,82,TRUE,null,null,TRUE,4,11,56,3,4,33
Media,Hearst Corporation,New York,New York,USA,40.7127753,-74.0059728,8,-5,-5,-5,3.6,64,82,null,null,null,null,2,17,67,3,3,17
Insurance,UnitedHealth Group,Minnetonka,Minnesota,USA,44.9211836,-93.4687489,6,12,2,-5,3.6,58,61,null,FALSE,null,#VALUE!,4 ,21,37,3,3,21
Technology,Intel Corporation,Santa Clara,California,USA,37.3541079,-121.9552356,14,19,8,26,3.6,47,59,TRUE,null,null,TRUE,3,24,62,4,4,62
Media,Time Inc.,New York,New York,USA,40.7127753,-74.0059728,11,5,-5,-5,3.6,66,69,null,null,null,null,3 ,24,56,4,3,52
Colleges & Universities,Yale University,New Haven,Connecticut,USA,41.308274,-72.9278835,6,26,-5,-5,3.6,50,50,TRUE,null,null,TRUE,,25,25,1,3,0
Consulting Services,KPMG,Amstelveen,,Netherlands,52.3114207,4.870087,16,0,4,-5,3.6,55,57,TRUE,null,null,TRUE,4,25,46,3,4,33
Insurance,The Chubb Corporation,Warren Township,New Jersey,USA,40.6342489,-74.5004796,-5,12,-5,-5,3.6,60,60,null,null,null,null,2.,25,75,4,3,0
Pharmaceutical,AstraZeneca,Cambridge,,United Kingdom,52.205337,0.121817,7,26,-5,-5,3.6,60,70,null,null,null,null,,25,63,3,3,88
Government,United States Army,Arlington,Virginia,USA,38.8816208,-77.0909809,12,6,2,-5,3.6,0,60,TRUE,null,FALSE,TRUE,,26,26,,null,26
Retail,"Nike, Inc.",Beaverton,Oregon,USA,45.487062,-122.8037102,14,12,8,0,3.6,65,80,null,null,null,null,2 ,33,67,4,4,58
Natural Resources,Schlumberger,Houston,Texas,USA,29.7604267,-95.3698028,17,12,-5,-5,3.6,67,56,null,null,null,null,,33,44,3,3,67
Legal Services,Sullivan & Cromwell LLP,New York,New York,USA,40.7127753,-74.0059728,18,-5,-5,-5,3.6,80,40,null,null,null,null,4,33,0,3,3,33
Consulting Services,Deloitte,New York,New York,USA,40.7127753,-74.0059728,14,4,16,45,3.6,71,70,TRUE,null,null,TRUE,5,34,47,4,4,79
Financial Services,Goldman Sachs,New York,New York,USA,40.7127753,-74.0059728,16,16,4,-5,3.6,51,63,TRUE,null,null,TRUE,3 ,38,31,3,3,59
Pharmaceutical,Allergan,Dublin,,Republic of Ireland,53.3498053,-6.2603097,12,-5,-5,-5,3.6,40,80,TRUE,null,null,TRUE,3,40,40,3,3,20
Legal Services,Baker & McKenzie,Chicago,Illinois,USA,41.8781136,-87.6297982,18,-5,-5,-5,3.6,22,44,TRUE,null,TRUE,TRUE,52,50,50,5,3,50
Financial Services,Mastercard Incorporated,Purchase,New York,USA,41.0400135,-73.7144477,9,8,2,-5,3.6,63,63,null,FALSE,null,null,,50,75,4,3,75
Nonprofit,YMCA,Geneva,,Switzerland,46.2043907,6.1431577,0,12,-5,-5,3.6,40,60,null,null,null,null,,0,50,3,3,25
Financial Services,U.S. Bank,Minneapolis,Minnesota,USA,44.977753,-93.2650108,10,12,4,-5,3.6,65,65,TRUE,null,null,null,2 ,20,30,3,3,30
Technology,"Pivotal Software, Inc.",San Francisco,California,USA,37.7749295,-122.4194155,12,-5,4,-5,3.6,38,63,null,FALSE,null,#VALUE!,27,38,38,3,4,25
Healthcare,University of Pennsylvania Health System,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,-5,12,-5,-5,3.7,67,33,TRUE,null,null,TRUE,3 ,0,100,3,3,100
Technology,Adobe Systems,San Jose,California,USA,37.3382082,-121.8863286,26,6,10,-5,3.7,48,52,TRUE,null,null,TRUE,3,0,64,4,4,64
Natural Resources,"Ashland, Inc.",Convington,Kentucky,USA,39.0836712,-84.5085536,5,-5,-5,-5,3.7,33,33,TRUE,null,null,FALSE,5,0,0,3,3,100
Retail,"Reebok International, Ltd.",Canton,Massachusetts,USA,42.1584324,-71.1447732,8,10,-5,-5,3.7,67,67,null,null,null,null,,0,100,3,3,100
Information Services,Nielsen Holdings N.V.,New York,New York,USA,40.7127753,-74.0059728,12,26,-5,-5,3.7,74,79,null,null,null,null,,0,80,4,4,60
Educational Services,2U Inc.,Lanham,Maryland,USA,38.9685112,-76.8620327,7,-5,6,-5,3.7,67,67,null,null,null,null,3,0,50,4,3,67
Insurance,"Assurant, Inc.",New York,New York,USA,40.7127753,-74.0059728,3,1,-5,-5,3.7,67,67,null,null,null,null,,0,100,4,3,0
Nonprofit,Planned Parenthood,New York,New York,USA,40.7127753,-74.0059728,0,-5,16,-5,3.7,89,67,null,null,null,null,2,0,100,4,3,0
Legal Services,Wilson Sonsini Goodrich & Rosati,Palo Alto,California,USA,37.4418834,-122.1430195,18,6,-5,-5,3.7,60,30,null,null,null,null,,0,100,2,3,0
Technology,Tripadvisor,Needham,Massachusetts,USA,42.2809285,-71.2377548,12,-5,4,4,3.7,89,68,null,null,null,null,3,0,75,4,4,38
Educational Services,The College Board,New York,New York,USA,40.7127753,-74.0059728,6,-5,-5,-5,3.7,67,67,null,null,null,null,4,0,0,4,3,0
Automotive,General Motors,Detroit,Michigan,USA,42.331427,-83.0457538,6,6,0,-5,3.7,43,71,null,TRUE,null,null,,5,65,4,3,35
Technology,Cisco Systems,San Jose,California,USA,37.3382082,-121.8863286,4,12,3,8,3.7,59,67,TRUE,null,null,TRUE,4,10,62,4,4,41
Information Services,Thomson Reuters,Toronto,Ontario,Canada,43.653226,-79.3831843,12,19,7,24,3.7,72,76,null,null,null,null,3 ,13,67,4,4,61
Financial Services,Capital One Financial Corporation,McLean,Virginia,USA,38.9338676,-77.1772604,18,0,9,-5,3.7,62,79,TRUE,null,null,TRUE,3,14,76,4,3,86
Technology,Media Math,New York,New York,USA,40.7127753,-74.0059728,16,-5,-5,-5,3.7,33,67,null,null,null,null,52,15,15,,null,15
Technology,CACI International Inc.,Arlington,Virginia,USA,38.8816208,-77.0909809,5,12,0,12,3.7,67,33,null,null,null,null,3,17,67,4,4,0
Pharmaceutical,Shire,Dublin,,Republic of Ireland,53.3498053,-6.2603097,12,0,-5,-5,3.7,43,71,null,null,null,null,,17,50,3,3,67
Business Services,"ADP, LLC",Roseland,New Jersey,USA,40.8206555,-74.2937594,6,12,1,-5,3.7,73,85,TRUE,null,TRUE,TRUE,,19,69,4,3,62
Technology,Care.com,Waltham,Massachusetts,USA,42.3764852,-71.2356113,12,-5,6,-5,3.7,86,86,TRUE,null,null,null,3,20,60,4,4,20
Colleges & Universities,"University of California, Santa Cruz",Santa Cruz,California,USA,36.9741171,-122.0307963,0,6,-5,-5,3.7,33,100,null,null,null,null,,20,20,,null,20
Information Services,Bloomberg,New York,New York,USA,40.7127753,-74.0059728,18,2,4,-5,3.7,59,61,null,FALSE,null,null,,20,35,3,4,55
Hospitality,Starbucks Corporation,Seattle,Washington,USA,47.6062095,-122.3320708,18,6,6,-5,3.7,81,68,FALSE,TRUE,TRUE,TRUE,2,21,36,3,3,50
Consulting Services,PwC,London,,United Kingdom,51.5073509,-0.1277583,12,24,6,52,3.7,71,72,TRUE,null,null,TRUE,3,25,44,4,4,54
Insurance,Kaiser Permanente,Oakland,California,USA,37.8043637,-122.2711137,9,12,-5,-5,3.7,76,73,null,null,null,null,,32,47,3,3,42
Media,The Walt Disney Company,Burbank,California,USA,34.1808392,-118.3089661,12,12,0,-5,3.7,62,69,null,TRUE,null,#VALUE!,,32,68,3,3,41
